Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2015-01-01,54015,135348,29032,8874,1536,37742,257633,2172
2015-01-01,38101,2689597,54608,70712,42978,57637,3861408,51776
2015-01-01,55029,767339,56008,27307,14301,37440,1529408,20256
2015-01-01,23009,1421213,46898,54245,23295,43208,2543978,35274
2015-01-01,27021,529371,42544,28687,10710,32037,1220464,15158
2015-01-01,30035,217350,30979,13646,4642,41507,422740,6206
2015-01-01,42131,717300,41574,27808,10601,52667,1156102,14448
2015-01-01,37047,768472,29569,56666,16864,34563,1675582,22713
2015-01-01,46035,572399,48778,19908,13196,45642,971081,16434
2015-01-01,47103,775738,37908,33607,10192,37948,1273984,15471
2015-01-01,31083,102820,48271,3442,1010,47197,166150,1868
2015-01-01,25007,724717,80340,17275,9305,47859,1387875,17089
2015-01-01,45057,2254641,41230,86322,23881,56984,3559088,32233
2015-01-01,45065,112297,32546,9661,1850,33983,314425,2841
2015-01-01,28047,3925244,35364,200671,97185,43971,7096624,120386
2015-01-01,13067,26379170,50224,739319,363010,54730,37131680,490969
2015-01-01,31071,73009,56965,2014,975,52370,114728,1610
2015-01-01,01107,335638,30228,20776,4119,38416,628007,6081
2015-01-01,49029,365632,45747,11046,2238,32176,505317,4544
2015-01-01,51007,341050,42174,12782,2674,42691,539074,4381
2015-01-01,01125,4406173,35938,204736,100236,46736,7357882,122313
2015-01-01,31145,278401,44154,10886,5754,42850,480659,7729
2015-01-01,22063,3809576,38512,137463,28347,37826,5294024,42060
2015-01-01,01015,2093055,34182,115536,47301,42239,3949207,58053
2015-01-01,29079,160177,32051,10026,3794,35381,321346,5550
2015-01-01,31051,189203,46970,5765,1861,48483,270780,3060
2015-01-01,18169,689386,39559,31859,12819,42805,1260318,16462
2015-01-01,46101,200361,48740,6451,2280,50545,314422,3383
2015-01-01,47035,907568,33940,58137,18696,37362,1973154,26546
2015-01-01,18103,636911,31540,36001,10196,41019,1135487,13439
2015-01-01,04011,212582,34417,9575,4684,75758,329544,5290
2015-01-01,29101,1077928,33706,53497,20959,43633,1803170,26747
2015-01-01,49021,775618,29063,48120,17085,33939,1398488,23692
2015-01-01,01105,124558,28394,9638,2614,32858,273661,3710
2015-01-01,39169,3030884,39652,116240,50082,46845,4609134,68289
2015-01-01,21155,359869,32779,19216,8766,38113,629873,11569
2015-01-01,08039,909150,51130,24621,3874,30262,1258881,8497
2015-01-01,40093,204933,41316,7759,2686,35852,320572,5203
2015-01-01,55095,1138924,42800,43213,17137,39866,1849533,23774
2015-01-01,20111,694645,34507,33165,16371,37281,1144421,20553
2015-01-01,20077,149066,43242,5781,2792,38678,249980,4388
2015-01-01,19003,188923,70429,3753,1450,76445,264321,2344
2015-01-01,30033,35447,45939,1284,382,44465,58986,835
2015-01-01,20175,643809,36887,23270,12273,50681,858349,15014
2015-01-01,39029,2159689,35373,104734,32853,40477,3704770,44203
2015-01-01,05027,441184,34671,24126,9256,40517,836477,11841
2015-01-01,48393,22419,43980,910,271,28274,40022,530
2015-01-01,26165,571423,32938,32893,13717,40978,1083422,17732
2015-01-01,48099,1400257,31629,76197,16598,38446,2410032,22334
2015-01-01,30011,48486,61602,1147,425,50312,70658,889
2015-01-01,30009,247702,44142,10403,2861,27807,459208,5549
2015-01-01,48201,171534890,53874,4561939,2436257,76496,245771961,3104370
2015-01-01,36011,1827029,38348,78300,27173,47700,3002639,35003
2015-01-01,27027,1651188,40558,62146,21210,42811,2520539,28502
2015-01-01,17129,315747,41005,12355,2150,30123,506620,3755
2015-01-01,50003,897278,49010,36161,18440,42541,1772253,24843
2015-01-01,19005,377860,43992,13858,5391,41368,609636,8218
2015-01-01,17173,456831,35829,21823,5216,36331,781888,8536
2015-01-01,27067,1325726,49931,42590,24064,49639,2126578,30654
2015-01-01,50015,707605,49094,25238,12888,41112,1239035,17924
2015-01-01,06007,4794305,40755,224812,84314,47523,9162260,110049
2015-01-01,27161,581021,46683,18923,7105,55954,883385,10019
2015-01-01,27025,1630006,44086,54113,15957,40775,2385631,22929
2015-01-01,17059,114867,40895,5222,1383,47473,213553,2203
2015-01-01,06095,12521891,45146,433708,145662,60366,19580307,187977
2015-01-01,38000,26418853,53845,754022,471435,54663,40600607,597475
2015-01-01,19059,544717,56474,17005,10100,42988,960345,13723
2015-01-01,56009,497971,52136,14299,7014,58009,745490,9509
2015-01-01,19065,431022,39640,20139,7862,36947,798316,11303
2015-01-01,27069,125361,50427,4405,1668,43975,222133,2750
2015-01-01,53027,1248385,35949,71027,23545,45100,2553368,29569
2015-01-01,09003,36289301,59438,896358,538327,74387,53277740,652445
2015-01-01,27137,4972291,43402,200276,104414,48973,8692285,123541
2015-01-01,06093,775224,41561,43336,13938,44357,1801098,20500
2015-01-01,42121,1044537,38006,52956,20013,44027,2012671,25173
2015-01-01,27061,960166,40057,45261,17475,45332,1813025,22354
2015-01-01,36041,107382,46828,4699,1928,38589,220046,2704
2015-01-01,02261,364388,58666,9322,5066,65677,546883,6940
2015-01-01,02068,97213,78884,1927,2160,60674,152009,2455
2015-01-01,02050,434334,40615,17955,7273,55932,729248,8546
2015-01-01,12007,469688,31271,26743,6834,40681,836290,8752
2015-01-01,12111,5371310,35903,297442,77256,38871,10679061,109642
2015-01-01,37091,373563,30041,24380,9663,42161,732391,11278
2015-01-01,37191,2515187,35704,124428,49094,46738,4442536,58951
2015-01-01,12101,10492731,36972,494919,116936,38496,18298211,165432
2015-01-01,46059,94227,49730,3306,1542,38620,164408,2469
2015-01-01,46123,151951,47099,5418,2316,41376,255184,3788
2015-01-01,12095,34650418,40379,1290639,810540,51361,52114210,997734
2015-01-01,37081,14023319,43256,517414,296901,51698,22381201,365239
2015-01-01,46137,36131,22335,2838,379,49797,63387,688
2015-01-01,45025,704267,27747,46156,15383,41016,1280697,19220
2015-01-01,18039,5421643,40195,203024,130270,53507,8160605,151715
2015-01-01,13265,26069,32515,1643,250,35376,53422,444
2015-01-01,47000,183834061,42593,6590808,2974988,53591,280719455,3858802
2015-01-01,18173,2127436,50622,61545,16947,48520,3115516,24052
2015-01-01,22011,920523,39651,36530,9654,39204,1448444,13791
2015-01-01,13215,4036969,39920,198674,104743,48615,7931003,126872
2015-01-01,29051,2093699,43093,76839,54993,49617,3311232,64855
2015-01-01,47119,2154445,38056,87405,32745,44163,3326270,46565
2015-01-01,13245,3726533,34780,201333,126271,55041,7002382,144607
2015-01-01,37173,259959,34694,14328,6905,38274,497099,8601
2015-01-01,01087,280182,29684,19306,5464,39901,573072,7577
2015-01-01,01129,344907,33956,16828,3950,52635,571415,5834
2015-01-01,08063,148182,33303,8215,3270,34352,273582,5175
2015-01-01,22029,279716,28834,20232,6155,34340,583379,8328
2015-01-01,48171,581577,54488,25954,11103,31019,1414170,19998
2015-01-01,21167,434856,35082,21402,6777,42551,750831,10052
2015-01-01,29131,480011,33588,24872,7070,37701,835391,10251
2015-01-01,48381,4202469,45666,130443,32692,42635,5956773,54118
2015-01-01,47075,271657,29584,17985,5366,33385,532069,7588
2015-01-01,26091,2120393,36287,98385,28950,40734,3570072,39674
2015-01-01,05009,646614,33249,37112,14971,37362,1233928,20287
2015-01-01,39121,207810,25011,14470,3325,42292,361915,4880
2015-01-01,35061,1249756,30969,75731,15059,33991,2345320,21612
2015-01-01,48243,42638,40023,2199,808,33913,88010,1360
2015-01-01,35007,221175,38041,12449,5325,36025,473574,6933
2015-01-01,48325,1068235,36572,48419,10505,33207,1770759,17693
2015-01-01,05137,135095,29328,12380,2812,28166,363083,4861
2015-01-01,21119,183471,28775,15692,2715,36287,451534,3814
2015-01-01,08087,784467,41729,28237,12614,49406,1178298,16797
2015-01-01,48503,514156,48926,18165,7506,40304,888743,13681
2015-01-01,36059,68972742,78573,1355319,651119,64651,106490896,885340
2015-01-01,20183,82062,42960,3689,1440,34032,158479,2524
2015-01-01,26157,1047779,35621,53731,12368,41807,1913957,19130
2015-01-01,48383,117092,43089,3811,2067,46645,164212,3213
2015-01-01,26079,292406,32625,17252,4149,45197,562850,6373
2015-01-01,42071,16481725,46543,535737,249540,53315,24934999,323836
2015-01-01,41047,7160765,38474,329287,147298,51747,12668929,180633
2015-01-01,20163,107533,37769,5182,2232,29042,195719,4103
2015-01-01,08055,89889,38682,6407,1806,26583,247838,3164
2015-01-01,42075,3708752,42938,137491,51844,47978,5903555,66936
2015-01-01,53001,489282,44010,19244,7333,59089,846932,9327
2015-01-01,30003,181441,27071,13309,5008,44296,360288,6267
2015-01-01,27063,307714,50656,10095,5865,45342,511375,7938
2015-01-01,27017,821014,38840,35407,14337,43549,1375207,17951
2015-01-01,34003,48417816,77666,926997,480378,68986,71995884,654153
2015-01-01,48343,294718,42336,12369,4552,57192,523652,6181
2015-01-01,48323,948287,27735,57806,18437,38996,1603267,23551
2015-01-01,35029,333372,30018,24382,8034,43248,731891,9842
2015-01-01,34007,15838994,48891,507784,211484,56545,24826318,265970
2015-01-01,12133,331759,26762,24561,5956,35914,657296,8230
2015-01-01,37017,566141,31914,34140,14058,42096,1089544,16923
2015-01-01,31119,1042020,45963,35021,22961,46424,1609680,28912
2015-01-01,47081,414302,29387,24378,3998,35411,716393,7041
2015-01-01,31103,44710,78619,797,241,61679,62659,686
2015-01-01,22049,287060,32589,15948,4080,45531,519732,5509
2015-01-01,28097,143148,31376,10194,2870,30528,319844,4018
2015-01-01,45041,3053535,37806,138740,69844,47093,5245155,83632
2015-01-01,22043,396776,29732,22301,3829,41219,663061,5637
2015-01-01,16031,737573,44341,23500,11309,56625,1042007,14944
2015-01-01,22051,13094648,47956,435275,210415,52222,20873836,278805
2015-01-01,29027,955907,34968,44686,15342,42381,1562596,20415
2015-01-01,55037,144213,53699,4346,1033,51899,233374,1628
2015-01-01,21021,569188,35549,29762,14687,41577,1057996,18459
2015-01-01,39057,4763359,45449,164279,80304,61001,7466265,95119
2015-01-01,30091,123316,55190,3671,1720,45493,202604,2814
2015-01-01,39085,6980878,45986,229878,99916,49208,10571260,124085
2015-01-01,29179,82290,31760,6297,2116,35518,199993,2846
2015-01-01,21063,63042,21228,7548,1020,25479,160231,1818
2015-01-01,55011,338349,42527,13241,4192,34349,563100,7266
2015-01-01,05099,131773,31662,8513,2626,38389,269536,3693
2015-01-01,45017,271028,34275,14760,4743,41793,505893,6242
2015-01-01,49047,775431,30715,37783,14729,47296,1160513,19288
2015-01-01,20149,850481,50108,23126,9911,41387,1158800,13536
2015-01-01,48109,57318,42006,2256,1112,43914,94765,1421
2015-01-01,35031,921946,25748,73461,22097,35505,1891467,30166
2015-01-01,55065,456601,42335,16792,4489,43181,710896,7901
2015-01-01,26035,423737,31013,30613,7530,39089,949399,10721
2015-01-01,30057,171689,44070,8034,4102,36664,354058,6390
2015-01-01,56023,388883,37385,18738,6426,41186,700520,10167
2015-01-01,48311,32759,100483,835,794,50450,83903,1279
2015-01-01,38007,46492,79778,947,583,48147,75550,911
2015-01-01,55057,529349,35076,26314,9380,42405,922985,12612
2015-01-01,48183,3414865,44690,123915,81245,49204,5537761,103665
2015-01-01,36035,1174862,38723,53800,17724,45843,2083292,22046
2015-01-01,24001,1328256,36945,72462,31304,47025,2677114,37247
2015-01-01,40029,92879,32410,5593,1303,30266,181271,2557
2015-01-01,16013,727088,95926,21642,13159,41050,2076031,20612
2015-01-01,27039,592889,42353,20417,6384,43012,864715,9355
2015-01-01,27081,151450,47113,5711,1912,38151,269065,3361
2015-01-01,48351,249926,30152,14159,1755,26381,426928,2990
2015-01-01,06015,446370,34754,27246,8375,50063,946905,10631
2015-01-01,42053,49408,20891,7377,2332,51477,154113,2957
2015-01-01,17183,1637521,36124,79173,30188,48351,2860046,37741
2015-01-01,19157,507120,43648,18614,10812,45811,812469,13767
2015-01-01,17153,86566,33378,5654,1988,51050,188717,2683
2015-01-01,54045,520230,32961,34437,10971,46735,1135090,12549
2015-01-01,38059,1067532,51654,30239,12317,48225,1561979,17265
2015-01-01,27071,239185,37474,12798,4928,42159,479597,6356
2015-01-01,12041,304685,30569,17369,3423,39303,530953,5104
2015-01-01,37039,358107,30443,27098,8521,34598,824940,12062
2015-01-01,37099,619928,30288,41281,17691,37389,1250330,22573
2015-01-01,37111,736098,30738,44976,17277,39604,1382459,21027
2015-01-01,47187,15986014,91767,211524,125335,87060,19410822,175612
2015-01-01,20181,124417,37915,5963,2848,34040,226089,4002
2015-01-01,37009,444844,33459,26637,7696,33991,891243,12318
2015-01-01,46119,44099,54374,1402,657,39949,76232,1119
2015-01-01,47177,718962,32077,40269,15223,39436,1291710,20284
2015-01-01,13003,127840,26634,8344,2194,37645,222233,3100
2015-01-01,13133,310906,48552,16644,5976,39462,808097,8650
2015-01-01,13205,412251,32603,22453,8122,43069,732032,10421
2015-01-01,31159,504743,45664,16995,6913,42025,776052,10131
2015-01-01,51097,164441,38640,7086,1141,38102,273805,1878
2015-01-01,31185,391169,47343,13796,8475,45836,653140,10684
2015-01-01,47109,392334,29992,25864,6119,33362,775724,9375
2015-01-01,18157,4252596,35154,186783,92855,50391,6566220,108620
2015-01-01,01093,479133,30268,30123,10378,37612,911751,13348
2015-01-01,18133,782397,33380,37484,13578,38226,1251208,17621
2015-01-01,28149,994841,36249,47507,21915,46039,1722088,26835
2015-01-01,31001,886997,46939,31569,16609,46700,1481816,20923
2015-01-01,51105,303951,27713,24550,4941,33168,680363,7308
2015-01-01,18043,2301775,49907,76499,31444,44450,3817834,39677
2015-01-01,29109,685305,31982,37971,9670,35402,1214378,14717
2015-01-01,29223,147676,27644,13420,2956,26687,370976,4611
2015-01-01,21065,212125,30044,14377,2608,31594,431941,3977
2015-01-01,21057,90162,32142,6743,1804,31615,216731,2964
2015-01-01,40065,565878,37556,25467,11354,47362,956438,14227
2015-01-01,48299,389578,45126,20083,5227,36674,906265,9325
2015-01-01,39153,16152932,46362,541833,282224,53453,25120674,346070
2015-01-01,20159,310474,46313,9925,4220,52083,459656,5986
2015-01-01,21193,426384,35755,27339,12646,43784,977512,14574
2015-01-01,40019,1153708,40801,48556,25569,44528,1981126,33906
2015-01-01,48193,148523,55588,8079,2618,28486,449097,4981
2015-01-01,08079,22024,64591,744,555,29360,48056,892
2015-01-01,39067,312301,34743,15391,4188,42318,534723,6026
2015-01-01,30105,170705,42280,7623,3610,38159,322300,5017
2015-01-01,48277,1036829,37536,49380,21620,40824,1853542,29745
2015-01-01,48179,621264,43281,23251,9161,54985,1006318,12718
2015-01-01,38093,600605,47728,21050,11879,46026,1004669,15188
2015-01-01,08103,197000,45785,6503,3179,50447,297738,4455
2015-01-01,38017,6123726,54008,170734,122766,54188,9221067,145839
2015-01-01,05103,446786,33954,24321,7991,36045,825785,10044
2015-01-01,46041,132787,38690,5698,2320,50900,220453,2991
2015-01-01,15901,4434825,43633,164130,77398,47424,7161518,104675
2015-01-01,08085,751647,35652,40576,14983,36497,1446629,22475
2015-01-01,48167,11085395,50017,321003,111205,50091,16055764,152850
2015-01-01,36025,832663,35044,45954,15458,44378,1610419,21923
2015-01-01,19161,326337,52634,9965,3620,51090,524498,5915
2015-01-01,02122,1777715,51355,58029,21190,52986,2980054,32254
2015-01-01,06105,169082,36262,13094,2857,40856,474812,4758
2015-01-01,09013,5625973,52107,151685,45439,51278,7903896,63234
2015-01-01,38043,63963,46714,2448,753,35648,114355,1613
2015-01-01,54013,96816,27862,7466,1369,22891,208019,3147
2015-01-01,02013,142717,49880,3381,2355,61577,168645,2640
2015-01-01,02105,66153,56599,2137,789,48276,120951,1249
2015-01-01,06053,14035618,51672,431241,198199,63777,22283007,244300
2015-01-01,20025,70118,54713,2081,812,44204,113857,1433
2015-01-01,37141,1110375,33877,57455,11767,35837,1946416,17959
2015-01-01,45053,397071,26663,27428,8908,41734,731310,11536
2015-01-01,31135,94115,50958,2937,1344,47834,149665,2242
2015-01-01,46091,129273,44203,4814,1740,48309,212794,2779
2015-01-01,20119,158491,54277,4303,1758,54367,233555,2926
2015-01-01,18107,925105,38228,38242,16638,47639,1461909,20823
2015-01-01,47079,686161,38779,32134,12139,44940,1246130,16502
2015-01-01,47153,273781,34408,14635,3053,35764,503561,4452
2015-01-01,45023,542864,30999,32395,9094,44783,1004205,11617
2015-01-01,22087,836744,29809,45425,11693,46926,1354080,16900
2015-01-01,47107,1008762,33135,52469,19147,44890,1738537,24465
2015-01-01,29187,1070377,31032,66228,24796,36355,2055188,30412
2015-01-01,21215,525286,40087,17990,2206,27972,721174,4352
2015-01-01,46102,150095,22984,14360,4212,45548,330053,4814
2015-01-01,38039,58710,51527,2287,1045,38471,117842,1800
2015-01-01,40057,81408,44928,2765,782,52682,124227,1407
2015-01-01,05079,193307,24500,13866,3292,39255,339721,4491
2015-01-01,40119,1793882,35455,81324,37722,43492,2883359,49123
2015-01-01,05125,2861153,38511,116397,25171,35492,4482556,36834
2015-01-01,48207,99277,33547,5843,1863,30463,196013,3153
2015-01-01,48447,33483,42953,1559,522,25362,66964,1268
2015-01-01,29115,223381,36035,12280,4304,35599,442507,6846
2015-01-01,05059,490787,28351,33480,9529,36700,949183,12443
2015-01-01,08051,370385,41838,16178,8670,35869,676858,12727
2015-01-01,39035,37532306,49415,1258923,759674,61147,62209338,917981
2015-01-01,39139,2556257,36240,121702,53431,43223,4410425,65082
2015-01-01,39083,1420649,39032,60987,22154,42843,2380471,31077
2015-01-01,48293,390959,32911,23475,8588,37353,772593,12248
2015-01-01,06081,51996580,102606,765447,410193,103921,78539827,540750
2015-01-01,21011,189576,29205,12201,2230,28060,356325,3835
2015-01-01,26049,8440395,37179,410470,144176,46191,15260936,187279
2015-01-01,19159,103366,41144,4976,1517,35019,204731,2749
2015-01-01,26137,495686,37433,24211,10429,38508,906293,14588
2015-01-01,55099,313209,42622,13577,5998,43171,578682,8393
2015-01-01,55135,1294515,42454,51682,20785,41850,2194110,28128
2015-01-01,30005,93883,29650,6674,1663,37554,197882,2649
2015-01-01,20001,256919,37115,12662,6231,36864,469946,8506
2015-01-01,39047,559954,34803,28598,12000,38696,995282,14560
2015-01-01,17113,5679076,45818,173160,94785,59662,7933879,112398
2015-01-01,26131,81815,35618,6038,1441,30099,215063,2203
2015-01-01,19083,482249,47832,17256,7654,46515,825392,10865
2015-01-01,19009,138461,44184,5713,1703,40667,252422,3032
2015-01-01,53073,5395207,43991,211940,92078,49535,9323460,119693
2015-01-01,17081,783556,36027,38290,20452,45681,1379462,25469
2015-01-01,06049,179985,42888,9048,2647,48013,388054,4072
2015-01-01,17115,2936606,44493,107363,53180,60101,4776868,63036
2015-01-01,53065,776639,35761,43544,10946,38361,1557169,16666
2015-01-01,42109,918989,38537,40523,16834,40572,1561625,22087
2015-01-01,25011,2033695,50166,70902,27891,42779,3556897,40050
2015-01-01,25003,3560842,51203,127857,66593,47136,6546693,86264
2015-01-01,41023,143344,39640,7209,2511,43619,285764,3688
2015-01-01,42073,2024088,39780,88113,31182,43804,3505092,41193
2015-01-01,38079,263985,33931,14694,4933,44393,498589,6575
2015-01-01,16051,562834,31296,27129,6638,34024,849039,11088
2015-01-01,46063,53646,57470,1268,586,50798,72872,1124
2015-01-01,46069,36792,49022,1386,545,45669,67944,931
2015-01-01,28067,1394194,36468,68630,30611,46040,2502769,38107
2015-01-01,31137,406492,62967,9214,5185,66642,580182,7129
2015-01-01,13109,205911,33010,10695,4687,39536,353037,5889
2015-01-01,45091,7209565,41282,250586,91938,46300,10344579,118246
2015-01-01,46057,145037,38702,5982,1900,39339,231515,3096
2015-01-01,13169,618368,34631,28446,4615,36052,985100,6633
2015-01-01,45085,2098986,35482,107173,44921,47166,3802675,54946
2015-01-01,13065,135212,34249,6836,2438,46035,234129,3145
2015-01-01,28163,357751,26690,27415,7270,35627,731700,10155
2015-01-01,38087,27717,57962,781,214,58416,45268,490
2015-01-01,51923,256396,28847,17338,8167,39474,500157,9516
2015-01-01,45005,121074,27637,9420,2971,41225,260341,3872
2015-01-01,13263,96152,30417,6485,825,30676,197252,1320
2015-01-01,18123,399202,34395,19307,6828,45090,664066,8743
2015-01-01,01097,8795655,35924,414935,183830,48137,14906046,233946
2015-01-01,18143,470808,34161,23657,7985,38474,808156,9954
2015-01-01,47003,993266,34123,46922,18572,43796,1601114,24291
2015-01-01,45049,282796,28430,19966,4942,37208,567640,6869
2015-01-01,31171,41749,80419,695,312,73916,55891,574
2015-01-01,47047,1372383,49719,39231,8569,46493,1950543,14977
2015-01-01,29125,145815,31137,8959,1419,23897,278957,3069
2015-01-01,16057,869789,37583,38796,15979,37381,1458078,21740
2015-01-01,45067,442497,28346,31767,7142,33710,900465,9706
